Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
05-02-2010,496725.44,0,10.53,2.58,189.3816974,9.014
12-02-2010,524104.92,1,25.9,2.572,189.4642725,9.014
19-02-2010,506760.54,0,27.28,2.55,189.5340998,9.014
26-02-2010,496083.24,0,24.91,2.586,189.6018023,9.014
05-03-2010,491419.55,0,35.86,2.62,189.6695049,9.014
12-03-2010,480452.1,0,27.25,2.684,189.7372075,9.014
19-03-2010,574450.23,0,29.04,2.692,189.734262,9.014
26-03-2010,514731.6,0,23.33,2.717,189.7195417,9.014
02-04-2010,561145.14,0,38.26,2.725,189.7048215,8.963
09-04-2010,484263.25,0,33.79,2.75,189.6901012,8.963
16-04-2010,406228.19,0,41.89,2.765,189.6628845,8.963
23-04-2010,404751.25,0,43.07,2.776,189.6190057,8.963
30-04-2010,373655.61,0,38.99,2.766,189.575127,8.963
07-05-2010,395453.83,0,40.07,2.771,189.5312483,8.963
14-05-2010,372673.61,0,41.41,2.788,189.4904116,8.963
21-05-2010,395195.65,0,46.6,2.776,189.467827,8.963
28-05-2010,442734.55,0,54.24,2.737,189.4452425,8.963
04-06-2010,509183.22,0,53.63,2.7,189.422658,8.963
11-06-2010,498580.87,0,63.59,2.684,189.4000734,8.963
18-06-2010,481144.09,0,52.7,2.674,189.4185259,8.963
25-06-2010,553714.87,0,59.94,2.715,189.4533931,8.963
02-07-2010,575570.77,0,61.31,2.728,189.4882603,9.017
09-07-2010,593462.34,0,58,2.711,189.5231276,9.017
16-07-2010,557166.35,0,62.19,2.699,189.6125456,9.017
23-07-2010,570231.21,0,64.64,2.691,189.774698,9.017
30-07-2010,603547.16,0,66.07,2.69,189.9368504,9.017
06-08-2010,643854.17,0,61.7,2.69,190.0990028,9.017
13-08-2010,598185.4,0,60.13,2.723,190.2611552,9.017
20-08-2010,582353.17,0,59.59,2.732,190.2948237,9.017
27-08-2010,554309.24,0,57.57,2.731,190.3284922,9.017
03-09-2010,532765.05,0,49.84,2.773,190.3621607,9.017
10-09-2010,535769.32,1,48.5,2.78,190.3958293,9.017
17-09-2010,489408.53,0,48.56,2.8,190.4688287,9.017
24-09-2010,488008.83,0,47.55,2.793,190.5713264,9.017
01-10-2010,448998.73,0,49.99,2.759,190.6738241,9.137
08-10-2010,480239.88,0,44.13,2.745,190.7763218,9.137
15-10-2010,463370.48,0,35.86,2.762,190.8623087,9.137
22-10-2010,472450.81,0,36.84,2.762,190.9070184,9.137
29-10-2010,465493.15,0,34.78,2.748,190.951728,9.137
05-11-2010,480512.44,0,49.44,2.729,190.9964377,9.137
12-11-2010,507584.29,0,22.12,2.737,191.0411474,9.137
19-11-2010,482528.36,0,25.56,2.758,191.0312172,9.137
26-11-2010,835189.26,1,17.95,2.742,191.0121805,9.137
03-12-2010,552811.62,0,21.88,2.712,190.9931437,9.137
10-12-2010,599730.07,0,24.24,2.728,190.9741069,9.137
17-12-2010,716388.81,0,20.74,2.778,191.0303376,9.137
24-12-2010,1045124.88,0,26.04,2.781,191.1430189,9.137
31-12-2010,729572.08,1,13.76,2.829,191.2557002,9.137
07-01-2011,661163.94,0,10.09,2.882,191.3683815,8.818
14-01-2011,547384.9,0,11.32,2.911,191.4784939,8.818
21-01-2011,521539.46,0,25.4,2.973,191.5731924,8.818
28-01-2011,513372.17,0,10.11,3.008,191.667891,8.818
04-02-2011,558027.77,0,-2.06,3.011,191.7625895,8.818
11-02-2011,559903.13,1,10.24,3.037,191.8572881,8.818
18-02-2011,572387.47,0,17.3,3.051,191.9178331,8.818
25-02-2011,546690.84,0,17.46,3.101,191.9647167,8.818
04-03-2011,551378.39,0,21.84,3.232,192.0116004,8.818
11-03-2011,558963.83,0,20.7,3.372,192.058484,8.818
18-03-2011,635014.69,0,27.69,3.406,192.1237981,8.818
25-03-2011,559061.58,0,25.69,3.414,192.1964844,8.818
01-04-2011,513409.67,0,24.83,3.461,192.2691707,8.595
08-04-2011,500552.16,0,30.64,3.532,192.3418571,8.595
15-04-2011,423380.14,0,27.79,3.611,192.4225954,8.595
22-04-2011,466594.89,0,31.84,3.636,192.5234638,8.595
29-04-2011,410429.73,0,26.79,3.663,192.6243322,8.595
06-05-2011,407012.47,0,26.54,3.735,192.7252006,8.595
13-05-2011,414094.05,0,36.61,3.767,192.826069,8.595
20-05-2011,424670.98,0,36.16,3.828,192.831317,8.595
27-05-2011,457216.87,0,37.51,3.795,192.8365651,8.595
03-06-2011,542295.37,0,45.77,3.763,192.8418131,8.595
10-06-2011,621099.95,0,53.3,3.735,192.8470612,8.595
17-06-2011,610991.35,0,48.79,3.697,192.9034759,8.595
24-06-2011,640043.97,0,46.85,3.661,192.9982655,8.595
01-07-2011,704344.21,0,58.54,3.597,193.0930552,8.622
08-07-2011,761793.94,0,59.08,3.54,193.1878448,8.622
15-07-2011,642748.21,0,54.37,3.532,193.3125484,8.622
22-07-2011,688043.96,0,56.22,3.545,193.5120367,8.622
29-07-2011,653382.62,0,56.66,3.547,193.711525,8.622
05-08-2011,695392.84,0,55.91,3.554,193.9110133,8.622
12-08-2011,670670.46,0,54.56,3.542,194.1105017,8.622
19-08-2011,645156.21,0,56.06,3.499,194.2500634,8.622
26-08-2011,629994.47,0,57.6,3.485,194.3796374,8.622
02-09-2011,592355.24,0,53.4,3.511,194.5092113,8.622
09-09-2011,613135.23,1,45.61,3.566,194.6387853,8.622
16-09-2011,558981.45,0,43.67,3.596,194.7419707,8.622
23-09-2011,536144.81,0,43.67,3.581,194.8099713,8.622
30-09-2011,488880.26,0,47.34,3.538,194.8779718,8.622
07-10-2011,525866.36,0,40.65,3.498,194.9459724,8.513
14-10-2011,501959.19,0,32.65,3.491,195.0261012,8.513
21-10-2011,558691.43,0,37.49,3.548,195.1789994,8.513
28-10-2011,527339.52,0,28.82,3.55,195.3318977,8.513
04-11-2011,564536.01,0,23.41,3.527,195.4847959,8.513
11-11-2011,556015.59,0,19.53,3.505,195.6376941,8.513
18-11-2011,539826.56,0,29.53,3.479,195.7184713,8.513
25-11-2011,949075.87,1,27.6,3.424,195.7704,8.513
02-12-2011,591907.88,0,20.38,3.378,195.8223287,8.513
09-12-2011,653845.45,0,11.17,3.331,195.8742575,8.513
16-12-2011,720242.19,0,15.2,3.266,195.9841685,8.513
23-12-2011,1059715.27,0,12.19,3.173,196.1713893,8.513
30-12-2011,815915.52,1,15.56,3.119,196.3586101,8.513
06-01-2012,713117.66,0,18.67,3.095,196.5458309,8.256
13-01-2012,593875.46,0,7.46,3.077,196.7330517,8.256
20-01-2012,578002.85,0,27.41,3.055,196.7796652,8.256
27-01-2012,541037.98,0,26.9,3.038,196.8262786,8.256
03-02-2012,580453.32,0,22.2,3.031,196.8728921,8.256
10-02-2012,563460.77,1,18.79,3.103,196.9195056,8.256
17-02-2012,620908.18,0,27.03,3.113,196.9432711,8.256
24-02-2012,603041.14,0,24.41,3.129,196.9499007,8.256
02-03-2012,551058.13,0,21.64,3.191,196.9565303,8.256
09-03-2012,579166.5,0,30.1,3.286,196.9631599,8.256
16-03-2012,669205.73,0,37.29,3.486,197.0457208,8.256
23-03-2012,615997.29,0,35.06,3.664,197.2295234,8.256
30-03-2012,583322.2,0,44.99,3.75,197.4133259,8.256
06-04-2012,621425.98,0,44.29,3.854,197.5971285,8.09
13-04-2012,517420.23,0,41.43,3.901,197.780931,8.09
20-04-2012,457340.06,0,39.3,3.936,197.7227385,8.09
27-04-2012,467827.75,0,51.49,3.927,197.664546,8.09
04-05-2012,465198.89,0,45.38,3.903,197.6063534,8.09
11-05-2012,460397.41,0,48.54,3.87,197.5481609,8.09
18-05-2012,468428.3,0,49.41,3.837,197.5553137,8.09
25-05-2012,532739.77,0,50.6,3.804,197.5886046,8.09
01-06-2012,598495.02,0,55.06,3.764,197.6218954,8.09
08-06-2012,642963.75,0,63.07,3.741,197.6551863,8.09
15-06-2012,666942.02,0,59.33,3.723,197.692292,8.09
22-06-2012,687344.68,0,63.69,3.735,197.7389345,8.09
29-06-2012,704335.41,0,68.84,3.693,197.785577,8.09
06-07-2012,805642.61,0,64.67,3.646,197.8322195,7.872
13-07-2012,694150.89,0,64.21,3.613,197.8788621,7.872
20-07-2012,686345.69,0,62.87,3.585,197.9290378,7.872
27-07-2012,686365.4,0,64.6,3.57,197.9792136,7.872
03-08-2012,680954.81,0,61.83,3.528,198.0293893,7.872
10-08-2012,675926.3,0,63.41,3.509,198.0795651,7.872
17-08-2012,642450.4,0,59.66,3.545,198.1001057,7.872
24-08-2012,609099.37,0,59.27,3.558,198.0984199,7.872
31-08-2012,586467.16,0,60.46,3.556,198.0967341,7.872
07-09-2012,597876.55,1,57.84,3.596,198.0950484,7.872
14-09-2012,541120.2,0,53.66,3.659,198.1267184,7.872
21-09-2012,530842.25,0,51.77,3.765,198.358523,7.872
28-09-2012,525545.76,0,50.64,3.789,198.5903276,7.872
05-10-2012,505830.56,0,48.43,3.779,198.8221322,7.557
12-10-2012,503463.93,0,41.43,3.76,199.0539368,7.557
19-10-2012,516424.83,0,43.01,3.75,199.1481963,7.557
26-10-2012,495543.28,0,42.53,3.686,199.2195317,7.557
