Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
05-02-2010,274593.43,0,58.4,2.962,126.4420645,10.115
12-02-2010,294882.83,1,55.47,2.828,126.4962581,10.115
19-02-2010,296850.83,0,62.16,2.915,126.5262857,10.115
26-02-2010,284052.77,0,56.5,2.825,126.5522857,10.115
05-03-2010,291484.89,0,59.17,2.877,126.5782857,10.115
12-03-2010,312161,0,55.61,3.034,126.6042857,10.115
19-03-2010,282235.73,0,64.6,3.054,126.6066452,10.115
26-03-2010,262893.76,0,64.09,2.98,126.6050645,10.115
02-04-2010,274634.52,0,66.79,3.086,126.6034839,9.849
09-04-2010,325201.05,0,68.43,3.004,126.6019032,9.849
16-04-2010,307779.64,0,72.44,3.109,126.5621,9.849
23-04-2010,263263.02,0,71.59,3.05,126.4713333,9.849
30-04-2010,275883.23,0,73.29,3.105,126.3805667,9.849
07-05-2010,326870.13,0,75.4,3.127,126.2898,9.849
14-05-2010,331173.51,0,76.8,3.145,126.2085484,9.849
21-05-2010,294264.2,0,82.8,3.12,126.1843871,9.849
28-05-2010,279246.33,0,78.47,3.058,126.1602258,9.849
04-06-2010,285100,0,86.06,2.941,126.1360645,9.849
11-06-2010,310800.79,0,93.52,3.057,126.1119032,9.849
18-06-2010,272399.08,0,87.69,2.935,126.114,9.849
25-06-2010,259419.91,0,93.66,3.084,126.1266,9.849
02-07-2010,267495.76,0,97.66,2.978,126.1392,9.495
09-07-2010,302423.93,0,95.88,3.1,126.1518,9.495
16-07-2010,280937.84,0,100.14,2.971,126.1498065,9.495
23-07-2010,252734.31,0,97.04,3.112,126.1283548,9.495
30-07-2010,242047.03,0,92.71,3.017,126.1069032,9.495
06-08-2010,262789.95,0,92.51,3.123,126.0854516,9.495
13-08-2010,265367.51,0,95.57,3.049,126.064,9.495
20-08-2010,230519.49,0,96.46,3.041,126.0766452,9.495
27-08-2010,224031.19,0,94,3.022,126.0892903,9.495
03-09-2010,237405.82,0,90.82,3.087,126.1019355,9.495
10-09-2010,272834.88,1,91.77,2.961,126.1145806,9.495
17-09-2010,246277.18,0,89.43,3.028,126.1454667,9.495
24-09-2010,231976.84,0,91.18,2.939,126.1900333,9.495
01-10-2010,224294.39,0,91.45,3.001,126.2346,9.265
08-10-2010,266484.19,0,79.02,2.924,126.2791667,9.265
15-10-2010,251732.92,0,80.49,3.08,126.3266774,9.265
22-10-2010,234175.92,0,74.2,3.014,126.3815484,9.265
29-10-2010,213538.32,0,71.34,3.13,126.4364194,9.265
05-11-2010,246124.61,0,74.23,3.009,126.4912903,9.265
12-11-2010,272803.94,0,65.21,3.13,126.5461613,9.265
19-11-2010,224639.76,0,61.95,3.047,126.6072,9.265
26-11-2010,240044.57,1,56.87,3.162,126.6692667,9.265
03-12-2010,209986.25,0,52.82,3.041,126.7313333,9.265
10-12-2010,253050.1,0,60.72,3.091,126.7934,9.265
17-12-2010,238875.26,0,61.12,3.125,126.8794839,9.265
24-12-2010,249246.8,0,60.43,3.236,126.9835806,9.265
31-12-2010,219804.85,1,52.91,3.148,127.0876774,9.265
07-01-2011,243948.82,0,46.25,3.287,127.1917742,8.951
14-01-2011,259527.75,0,53.63,3.312,127.3009355,8.951
21-01-2011,244856.44,0,59.46,3.336,127.4404839,8.951
28-01-2011,231155.9,0,56.62,3.231,127.5800323,8.951
04-02-2011,234218.03,0,49.26,3.348,127.7195806,8.951
11-02-2011,276198.74,1,53.35,3.381,127.859129,8.951
18-02-2011,252349.6,0,62.03,3.43,127.99525,8.951
25-02-2011,242901.21,0,54.89,3.398,128.13,8.951
04-03-2011,245435.8,0,59.51,3.674,128.26475,8.951
11-03-2011,270921.44,0,66.51,3.63,128.3995,8.951
18-03-2011,247234.47,0,72.72,3.892,128.5121935,8.951
25-03-2011,238084.08,0,63.34,3.716,128.6160645,8.951
01-04-2011,232769.09,0,71.41,3.772,128.7199355,8.687
08-04-2011,271924.73,0,75.11,3.818,128.8238065,8.687
15-04-2011,275749.56,0,64.64,4.089,128.9107333,8.687
22-04-2011,248603.3,0,79.46,3.917,128.9553,8.687
29-04-2011,248561.86,0,77.44,4.151,128.9998667,8.687
06-05-2011,257031.19,0,77.92,4.193,129.0444333,8.687
13-05-2011,279466.87,0,78.24,4.202,129.089,8.687
20-05-2011,239206.26,0,76.07,3.99,129.0756774,8.687
27-05-2011,239431.85,0,82.32,3.933,129.0623548,8.687
03-06-2011,243477.03,0,82.93,3.893,129.0490323,8.687
10-06-2011,258427.39,0,87.02,3.981,129.0357097,8.687
17-06-2011,238172.66,0,91.11,3.935,129.0432,8.687
24-06-2011,238433.53,0,94.11,3.807,129.0663,8.687
01-07-2011,226702.36,0,98.43,3.842,129.0894,8.442
08-07-2011,262717.71,0,96.44,3.793,129.1125,8.442
15-07-2011,265003.47,0,92.83,3.779,129.1338387,8.442
22-07-2011,238915.05,0,97.17,3.697,129.1507742,8.442
29-07-2011,224806.96,0,95.28,3.694,129.1677097,8.442
05-08-2011,242456.39,0,96.93,3.803,129.1846452,8.442
12-08-2011,274721.85,0,96,3.794,129.2015806,8.442
19-08-2011,242771.37,0,95.89,3.743,129.2405806,8.442
26-08-2011,237095.82,0,99.66,3.663,129.2832581,8.442
02-09-2011,239198.36,0,99.2,3.798,129.3259355,8.442
09-09-2011,281842.28,1,96.22,3.771,129.3686129,8.442
16-09-2011,262407.57,0,85.79,3.784,129.4306,8.442
23-09-2011,234793.12,0,88.93,3.789,129.5183333,8.442
